Mon 2023-01-16 00:00:00; 63
Mon 2023-01-16 01:00:00; 44
Mon 2023-01-16 02:00:00; 74
Mon 2023-01-16 03:00:00; 61
Mon 2023-01-16 04:00:00; 69
Mon 2023-01-16 05:00:00; 53
Mon 2023-01-16 06:00:00; 67
Mon 2023-01-16 07:00:00; 44
Mon 2023-01-16 08:00:00; 67
Mon 2023-01-16 09:00:00; 57
Mon 2023-01-16 10:00:00; 60
Mon 2023-01-16 11:00:00; 47
Mon 2023-01-16 12:00:00; 68
Mon 2023-01-16 13:00:00; 67
Mon 2023-01-16 14:00:00; 21
Mon 2023-01-16 15:00:00; 60
Mon 2023-01-16 16:00:00; 49
Mon 2023-01-16 17:00:00; 69
Mon 2023-01-16 18:00:00; 58
Mon 2023-01-16 19:00:00; 68
Mon 2023-01-16 20:00:00; 40
Mon 2023-01-16 21:00:00; 61
Mon 2023-01-16 22:00:00; 40
Mon 2023-01-16 23:00:00; 52
