Fri 2023-09-15 00:00:00; 59
Fri 2023-09-15 01:00:00; 48
Fri 2023-09-15 02:00:00; 34
Fri 2023-09-15 03:00:00; 67
Fri 2023-09-15 04:00:00; 81
Fri 2023-09-15 05:00:00; 71
Fri 2023-09-15 06:00:00; 81
Fri 2023-09-15 07:00:00; 67
Fri 2023-09-15 08:00:00; 61
Fri 2023-09-15 09:00:00; 58
Fri 2023-09-15 10:00:00; 61
Fri 2023-09-15 11:00:00; 51
Fri 2023-09-15 12:00:00; 45
Fri 2023-09-15 13:00:00; 62
Fri 2023-09-15 14:00:00; 49
Fri 2023-09-15 15:00:00; 44
Fri 2023-09-15 16:00:00; 55
Fri 2023-09-15 17:00:00; 57
Fri 2023-09-15 18:00:00; 39
Fri 2023-09-15 19:00:00; 43
Fri 2023-09-15 20:00:00; 66
Fri 2023-09-15 21:00:00; 74
Fri 2023-09-15 22:00:00; 41
Fri 2023-09-15 23:00:00; 69
