Fri 2023-10-13 00:00:00; 44
Fri 2023-10-13 01:00:00; 58
Fri 2023-10-13 02:00:00; 80
Fri 2023-10-13 03:00:00; 47
Fri 2023-10-13 04:00:00; 61
Fri 2023-10-13 05:00:00; 42
Fri 2023-10-13 06:00:00; 44
Fri 2023-10-13 07:00:00; 45
Fri 2023-10-13 08:00:00; 63
Fri 2023-10-13 09:00:00; 58
Fri 2023-10-13 10:00:00; 74
Fri 2023-10-13 11:00:00; 46
Fri 2023-10-13 12:00:00; 65
Fri 2023-10-13 13:00:00; 74
Fri 2023-10-13 14:00:00; 34
Fri 2023-10-13 15:00:00; 60
Fri 2023-10-13 16:00:00; 80
Fri 2023-10-13 17:00:00; 78
Fri 2023-10-13 18:00:00; 52
Fri 2023-10-13 19:00:00; 53
Fri 2023-10-13 20:00:00; 60
Fri 2023-10-13 21:00:00; 82
Fri 2023-10-13 22:00:00; 51
Fri 2023-10-13 23:00:00; 59
