Wed 2022-11-30 00:00:00; 77
Wed 2022-11-30 01:00:00; 35
Wed 2022-11-30 02:00:00; 83
Wed 2022-11-30 03:00:00; 71
Wed 2022-11-30 04:00:00; 59
Wed 2022-11-30 05:00:00; 44
Wed 2022-11-30 06:00:00; 72
Wed 2022-11-30 07:00:00; 39
Wed 2022-11-30 08:00:00; 43
Wed 2022-11-30 09:00:00; 48
Wed 2022-11-30 10:00:00; 60
Wed 2022-11-30 11:00:00; 82
Wed 2022-11-30 12:00:00; 76
Wed 2022-11-30 13:00:00; 80
Wed 2022-11-30 14:00:00; 78
Wed 2022-11-30 15:00:00; 53
Wed 2022-11-30 16:00:00; 58
Wed 2022-11-30 17:00:00; 55
Wed 2022-11-30 18:00:00; 64
Wed 2022-11-30 19:00:00; 72
Wed 2022-11-30 20:00:00; 59
Wed 2022-11-30 21:00:00; 46
Wed 2022-11-30 22:00:00; 50
Wed 2022-11-30 23:00:00; 64
