Tue 2022-12-13 00:00:00; 61
Tue 2022-12-13 01:00:00; 27
Tue 2022-12-13 02:00:00; 49
Tue 2022-12-13 03:00:00; 62
Tue 2022-12-13 04:00:00; 36
Tue 2022-12-13 05:00:00; 78
Tue 2022-12-13 06:00:00; 53
Tue 2022-12-13 07:00:00; 63
Tue 2022-12-13 08:00:00; 75
Tue 2022-12-13 09:00:00; 82
Tue 2022-12-13 10:00:00; 44
Tue 2022-12-13 11:00:00; 78
Tue 2022-12-13 12:00:00; 55
Tue 2022-12-13 13:00:00; 34
Tue 2022-12-13 14:00:00; 43
Tue 2022-12-13 15:00:00; 65
Tue 2022-12-13 16:00:00; 40
Tue 2022-12-13 17:00:00; 62
Tue 2022-12-13 18:00:00; 81
Tue 2022-12-13 19:00:00; 23
Tue 2022-12-13 20:00:00; 65
Tue 2022-12-13 21:00:00; 44
Tue 2022-12-13 22:00:00; 34
Tue 2022-12-13 23:00:00; 61
