Sun 2023-01-01 00:00:00; 1332
Mon 2023-01-02 00:00:00; 1534
Tue 2023-01-03 00:00:00; 1449
Wed 2023-01-04 00:00:00; 1391
Thu 2023-01-05 00:00:00; 1465
Fri 2023-01-06 00:00:00; 1449
Sat 2023-01-07 00:00:00; 1271
Sun 2023-01-08 00:00:00; 1392
Mon 2023-01-09 00:00:00; 1359
Tue 2023-01-10 00:00:00; 1398
Wed 2023-01-11 00:00:00; 1276
Thu 2023-01-12 00:00:00; 1309
Fri 2023-01-13 00:00:00; 1518
Sat 2023-01-14 00:00:00; 1416
Sun 2023-01-15 00:00:00; 1441
Mon 2023-01-16 00:00:00; 1359
Tue 2023-01-17 00:00:00; 1353
Wed 2023-01-18 00:00:00; 1380
Thu 2023-01-19 00:00:00; 1413
Fri 2023-01-20 00:00:00; 1423
Sat 2023-01-21 00:00:00; 1232
Sun 2023-01-22 00:00:00; 1325
Mon 2023-01-23 00:00:00; 1432
Tue 2023-01-24 00:00:00; 1441
Wed 2023-01-25 00:00:00; 1288
Thu 2023-01-26 00:00:00; 1338
Fri 2023-01-27 00:00:00; 1378
Sat 2023-01-28 00:00:00; 1350
Sun 2023-01-29 00:00:00; 1453
Mon 2023-01-30 00:00:00; 1452
Tue 2023-01-31 00:00:00; 1328
