Sun 2023-04-02 00:00:00; 1387
Mon 2023-04-03 00:00:00; 1283
Tue 2023-04-04 00:00:00; 1293
Wed 2023-04-05 00:00:00; 1388
Thu 2023-04-06 00:00:00; 1415
Fri 2023-04-07 00:00:00; 1406
Sat 2023-04-08 00:00:00; 1440
Sun 2023-04-09 00:00:00; 1306
Mon 2023-04-10 00:00:00; 1406
Tue 2023-04-11 00:00:00; 1431
Wed 2023-04-12 00:00:00; 1391
Thu 2023-04-13 00:00:00; 1304
Fri 2023-04-14 00:00:00; 1544
Sat 2023-04-15 00:00:00; 1185
Sun 2023-04-16 00:00:00; 1480
Mon 2023-04-17 00:00:00; 1279
Tue 2023-04-18 00:00:00; 1339
Wed 2023-04-19 00:00:00; 1355
Thu 2023-04-20 00:00:00; 1472
Fri 2023-04-21 00:00:00; 1338
Sat 2023-04-22 00:00:00; 1316
Sun 2023-04-23 00:00:00; 1348
Mon 2023-04-24 00:00:00; 1530
Tue 2023-04-25 00:00:00; 1479
Wed 2023-04-26 00:00:00; 1257
Thu 2023-04-27 00:00:00; 1410
Fri 2023-04-28 00:00:00; 1318
Sat 2023-04-29 00:00:00; 1317
Sun 2023-04-30 00:00:00; 1330
Mon 2023-05-01 00:00:00; 1531
