1667257200,00053041
1667257800,00053057
1667258400,00053059
1667259000,00053073
1667259600,00053092
1667260200,00053102
1667260800,00053108
1667261400,00053119
1667262000,00053120
1667262600,00053132
1667263200,00053151
1667263800,00053165
1667264400,00053180
1667265000,00053190
1667265600,00053192
1667266200,00053196
1667266800,00053212
1667267400,00053222
1667268000,00053239
1667268600,00053255
1667269200,00053268
1667269800,00053274
1667270400,00053292
1667271000,00053296
1667271600,00053306
1667272200,00053316
1667272800,00053323
1667273400,00053342
1667274000,00053342
1667274600,00053347
1667275200,00053365
1667275800,00053384
1667276400,00053390
1667277000,00053401
1667277600,00053417
1667278200,00053430
1667278800,00053447
1667279400,00053454
1667280000,00053467
1667280600,00053474
1667281200,00053475
1667281800,00053484
1667282400,00053494
1667283000,00053503
1667283600,00053511
1667284200,00053530
1667284800,00053544
1667285400,00053551
1667286000,00053564
1667286600,00053564
1667287200,00053582
1667287800,00053600
1667288400,00053609
1667289000,00053618
1667289600,00053631
1667290200,00053640
1667290800,00053645
1667291400,00053660
1667292000,00053662
1667292600,00053668
1667293200,00053669
1667293800,00053670
1667294400,00053677
1667295000,00053686
1667295600,00053704
1667296200,00053706
1667296800,00053711
1667297400,00053727
1667298000,00053733
1667298600,00053742
1667299200,00053759
1667299800,00053763
1667300400,00053771
1667301000,00053788
1667301600,00053791
1667302200,00053794
1667302800,00053800
1667303400,00053811
1667304000,00053816
1667304600,00053834
1667305200,00053845
1667305800,00053847
1667306400,00053854
1667307000,00053871
1667307600,00053879
1667308200,00053896
1667308800,00053904
1667309400,00053920
1667310000,00053934
1667310600,00053944
1667311200,00053951
1667311800,00053967
1667312400,00053968
1667313000,00053979
1667313600,00053993
1667314200,00054008
1667314800,00054024
1667315400,00054041
1667316000,00054044
1667316600,00054056
1667317200,00054073
1667317800,00054086
1667318400,00054104
1667319000,00054119
1667319600,00054133
1667320200,00054135
1667320800,00054145
1667321400,00054152
1667322000,00054168
1667322600,00054182
1667323200,00054185
1667323800,00054198
1667324400,00054208
1667325000,00054216
1667325600,00054227
1667326200,00054227
1667326800,00054236
1667327400,00054254
1667328000,00054262
1667328600,00054267
1667329200,00054282
1667329800,00054282
1667330400,00054292
1667331000,00054305
1667331600,00054319
1667332200,00054331
1667332800,00054348
1667333400,00054348
1667334000,00054355
1667334600,00054371
1667335200,00054383
1667335800,00054395
1667336400,00054405
1667337000,00054418
1667337600,00054437
1667338200,00054448
1667338800,00054452
1667339400,00054465
1667340000,00054476
1667340600,00054494
1667341200,00054508
1667341800,00054524
1667342400,00054536
1667343000,00054550
1667343600,00054569
1667344200,00054587
1667344800,00054598
1667345400,00054605
1667346000,00054618
1667346600,00054634
1667347200,00054639
1667347800,00054642
1667348400,00054654
1667349000,00054669
1667349600,00054683
1667350200,00054683
1667350800,00054695
1667351400,00054704
1667352000,00054718
1667352600,00054735
1667353200,00054735
1667353800,00054754
1667354400,00054759
1667355000,00054764
1667355600,00054782
1667356200,00054792
1667356800,00054809
1667357400,00054818
1667358000,00054823
1667358600,00054838
1667359200,00054847
1667359800,00054862
1667360400,00054863
1667361000,00054879
1667361600,00054887
1667362200,00054899
1667362800,00054912
1667363400,00054920
1667364000,00054939
1667364600,00054947
1667365200,00054958
1667365800,00054961
1667366400,00054975
1667367000,00054981
1667367600,00054993
1667368200,00055001
1667368800,00055001
1667369400,00055006
1667370000,00055019
1667370600,00055035
1667371200,00055041
1667371800,00055058
1667372400,00055075
1667373000,00055081
1667373600,00055087
1667374200,00055106
1667374800,00055122
1667375400,00055135
1667376000,00055152
1667376600,00055156
1667377200,00055173
1667377800,00055187
1667378400,00055192
1667379000,00055195
1667379600,00055206
1667380200,00055222
1667380800,00055228
1667381400,00055245
1667382000,00055250
1667382600,00055252
1667383200,00055255
1667383800,00055263
1667384400,00055274
1667385000,00055281
1667385600,00055298
1667386200,00055310
1667386800,00055313
1667387400,00055321
1667388000,00055325
1667388600,00055338
1667389200,00055345
1667389800,00055352
1667390400,00055361
1667391000,00055366
1667391600,00055367
1667392200,00055372
1667392800,00055379
1667393400,00055396
1667394000,00055404
1667394600,00055404
1667395200,00055420
1667395800,00055437
1667396400,00055450
1667397000,00055461
1667397600,00055464
1667398200,00055481
1667398800,00055491
1667399400,00055499
1667400000,00055503
1667400600,00055504
1667401200,00055518
1667401800,00055526
1667402400,00055537
1667403000,00055551
1667403600,00055561
1667404200,00055565
1667404800,00055577
1667405400,00055591
1667406000,00055596
1667406600,00055597
1667407200,00055599
1667407800,00055611
1667408400,00055621
1667409000,00055637
1667409600,00055640
1667410200,00055656
1667410800,00055657
1667411400,00055673
1667412000,00055677
1667412600,00055689
1667413200,00055704
1667413800,00055713
1667414400,00055714
1667415000,00055718
1667415600,00055734
1667416200,00055741
1667416800,00055748
1667417400,00055762
1667418000,00055772
1667418600,00055778
1667419200,00055786
1667419800,00055788
1667420400,00055788
1667421000,00055803
1667421600,00055814
1667422200,00055826
1667422800,00055832
1667423400,00055842
1667424000,00055858
1667424600,00055877
1667425200,00055884
1667425800,00055901
1667426400,00055915
1667427000,00055916
1667427600,00055920
1667428200,00055921
1667428800,00055936
1667429400,00055939
1667430000,00055946
1667430600,00055950
1667431200,00055950
1667431800,00055969
1667432400,00055981
1667433000,00055992
1667433600,00056010
1667434200,00056014
1667434800,00056020
1667435400,00056033
1667436000,00056038
1667436600,00056052
1667437200,00056062
1667437800,00056069
1667438400,00056084
1667439000,00056097
1667439600,00056116
1667440200,00056129
1667440800,00056143
1667441400,00056157
1667442000,00056166
1667442600,00056175
1667443200,00056188
1667443800,00056188
1667444400,00056207
1667445000,00056222
1667445600,00056238
1667446200,00056247
1667446800,00056266
1667447400,00056279
1667448000,00056290
1667448600,00056300
1667449200,00056302
1667449800,00056321
1667450400,00056330
1667451000,00056332
1667451600,00056343
1667452200,00056344
1667452800,00056349
1667453400,00056354
1667454000,00056370
1667454600,00056382
1667455200,00056386
1667455800,00056386
1667456400,00056392
1667457000,00056411
1667457600,00056415
1667458200,00056416
1667458800,00056424
1667459400,00056435
1667460000,00056444
1667460600,00056453
1667461200,00056456
1667461800,00056457
1667462400,00056476
1667463000,00056484
1667463600,00056484
1667464200,00056502
1667464800,00056509
1667465400,00056513
1667466000,00056519
1667466600,00056534
1667467200,00056539
1667467800,00056547
1667468400,00056557
1667469000,00056564
1667469600,00056569
1667470200,00056588
1667470800,00056593
1667471400,00056602
1667472000,00056602
1667472600,00056603
1667473200,00056612
1667473800,00056614
1667474400,00056631
1667475000,00056648
1667475600,00056666
1667476200,00056676
1667476800,00056677
1667477400,00056688
1667478000,00056694
1667478600,00056700
1667479200,00056716
1667479800,00056721
1667480400,00056740
1667481000,00056759
1667481600,00056776
1667482200,00056793
1667482800,00056808
1667483400,00056820
1667484000,00056828
1667484600,00056837
1667485200,00056847
1667485800,00056852
1667486400,00056862
1667487000,00056863
1667487600,00056867
1667488200,00056873
1667488800,00056890
1667489400,00056902
1667490000,00056903
1667490600,00056917
1667491200,00056917
1667491800,00056934
1667492400,00056943
1667493000,00056945
1667493600,00056953
1667494200,00056953
1667494800,00056956
1667495400,00056957
1667496000,00056961
1667496600,00056975
1667497200,00056980
1667497800,00056993
1667498400,00057008
1667499000,00057013
1667499600,00057030
1667500200,00057039
1667500800,00057056
1667501400,00057059
1667502000,00057065
1667502600,00057073
1667503200,00057088
1667503800,00057096
1667504400,00057114
1667505000,00057128
1667505600,00057134
1667506200,00057152
1667506800,00057163
1667507400,00057165
1667508000,00057169
1667508600,00057182
1667509200,00057185
1667509800,00057189
1667510400,00057194
1667511000,00057198
1667511600,00057198
1667512200,00057202
1667512800,00057203
1667513400,00057217
1667514000,00057233
1667514600,00057247
1667515200,00057250
1667515800,00057254
1667516400,00057268
1667517000,00057283
1667517600,00057292
1667518200,00057309
1667518800,00057314
1667519400,00057318
1667520000,00057327
1667520600,00057338
1667521200,00057354
1667521800,00057360
1667522400,00057360
1667523000,00057370
1667523600,00057388
1667524200,00057394
1667524800,00057410
1667525400,00057417
1667526000,00057424
1667526600,00057442
1667527200,00057442
1667527800,00057445
1667528400,00057464
1667529000,00057467
1667529600,00057469
1667530200,00057485
1667530800,00057496
1667531400,00057508
1667532000,00057520
1667532600,00057534
1667533200,00057539
1667533800,00057542
1667534400,00057558
1667535000,00057571
1667535600,00057575
1667536200,00057589
1667536800,00057593
1667537400,00057600
1667538000,00057612
1667538600,00057629
1667539200,00057643
1667539800,00057648
1667540400,00057650
1667541000,00057664
1667541600,00057675
1667542200,00057682
1667542800,00057697
1667543400,00057702
1667544000,00057720
1667544600,00057739
1667545200,00057756
1667545800,00057765
1667546400,00057768
1667547000,00057778
1667547600,00057788
1667548200,00057791
1667548800,00057791
1667549400,00057792
1667550000,00057801
1667550600,00057819
1667551200,00057824
1667551800,00057825
1667552400,00057832
1667553000,00057834
1667553600,00057853
1667554200,00057863
1667554800,00057866
1667555400,00057883
1667556000,00057889
1667556600,00057906
1667557200,00057911
1667557800,00057914
1667558400,00057929
1667559000,00057945
1667559600,00057948
1667560200,00057948
1667560800,00057955
1667561400,00057973
1667562000,00057976
1667562600,00057983
1667563200,00057989
1667563800,00058008
1667564400,00058023
1667565000,00058028
1667565600,00058034
1667566200,00058047
1667566800,00058054
1667567400,00058066
1667568000,00058066
1667568600,00058066
1667569200,00058069
1667569800,00058075
1667570400,00058078
1667571000,00058097
1667571600,00058110
1667572200,00058111
1667572800,00058129
1667573400,00058144
1667574000,00058163
1667574600,00058178
1667575200,00058182
1667575800,00058193
1667576400,00058193
1667577000,00058198
1667577600,00058212
1667578200,00058213
1667578800,00058224
1667579400,00058232
1667580000,00058245
1667580600,00058245
1667581200,00058245
1667581800,00058245
1667582400,00058246
1667583000,00058253
1667583600,00058265
1667584200,00058282
1667584800,00058283
1667585400,00058291
1667586000,00058298
1667586600,00058304
1667587200,00058304
1667587800,00058317
1667588400,00058321
1667589000,00058337
1667589600,00058340
1667590200,00058355
1667590800,00058374
1667591400,00058381
1667592000,00058396
1667592600,00058415
1667593200,00058420
1667593800,00058422
1667594400,00058432
1667595000,00058442
1667595600,00058447
1667596200,00058452
1667596800,00058465
1667597400,00058468
1667598000,00058478
1667598600,00058496
1667599200,00058501
1667599800,00058509
1667600400,00058519
1667601000,00058524
1667601600,00058531
1667602200,00058545
1667602800,00058546
1667603400,00058547
1667604000,00058563
1667604600,00058580
1667605200,00058585
1667605800,00058587
1667606400,00058595
1667607000,00058610
1667607600,00058610
1667608200,00058610
1667608800,00058611
1667609400,00058617
1667610000,00058631
1667610600,00058638
1667611200,00058654
1667611800,00058669
1667612400,00058673
1667613000,00058686
1667613600,00058702
1667614200,00058708
1667614800,00058725
1667615400,00058743
1667616000,00058745
1667616600,00058764
1667617200,00058781
1667617800,00058791
1667618400,00058798
1667619000,00058801
1667619600,00058805
1667620200,00058813
1667620800,00058816
1667621400,00058824
1667622000,00058828
1667622600,00058833
1667623200,00058843
1667623800,00058848
1667624400,00058849
1667625000,00058859
1667625600,00058869
1667626200,00058883
1667626800,00058898
1667627400,00058912
1667628000,00058917
1667628600,00058920
1667629200,00058937
1667629800,00058944
1667630400,00058951
1667631000,00058965
1667631600,00058978
1667632200,00058990
1667632800,00059007
1667633400,00059025
1667634000,00059037
1667634600,00059056
1667635200,00059075
1667635800,00059080
1667636400,00059095
1667637000,00059100
1667637600,00059107
1667638200,00059124
1667638800,00059134
1667639400,00059140
1667640000,00059147
1667640600,00059149
1667641200,00059149
1667641800,00059158
1667642400,00059159
1667643000,00059178
1667643600,00059181
1667644200,00059184
1667644800,00059184
1667645400,00059184
1667646000,00059198
1667646600,00059205
1667647200,00059223
1667647800,00059241
1667648400,00059249
1667649000,00059267
1667649600,00059280
1667650200,00059289
1667650800,00059304
1667651400,00059311
1667652000,00059313
1667652600,00059327
1667653200,00059327
1667653800,00059333
1667654400,00059333
1667655000,00059333
1667655600,00059350
1667656200,00059363
1667656800,00059363
1667657400,00059376
1667658000,00059392
1667658600,00059404
1667659200,00059421
1667659800,00059421
1667660400,00059423
1667661000,00059424
1667661600,00059439
1667662200,00059452
1667662800,00059468
1667663400,00059470
1667664000,00059482
1667664600,00059484
1667665200,00059496
1667665800,00059505
1667666400,00059515
1667667000,00059524
1667667600,00059531
1667668200,00059547
1667668800,00059556
1667669400,00059564
1667670000,00059582
1667670600,00059601
1667671200,00059620
1667671800,00059635
1667672400,00059638
1667673000,00059656
1667673600,00059671
1667674200,00059679
1667674800,00059684
1667675400,00059687
1667676000,00059695
1667676600,00059706
1667677200,00059721
1667677800,00059721
1667678400,00059731
1667679000,00059744
1667679600,00059744
1667680200,00059761
1667680800,00059770
1667681400,00059785
1667682000,00059792
1667682600,00059797
1667683200,00059805
1667683800,00059824
1667684400,00059825
1667685000,00059842
1667685600,00059849
1667686200,00059851
1667686800,00059854
1667687400,00059871
1667688000,00059872
1667688600,00059874
1667689200,00059884
1667689800,00059898
1667690400,00059902
1667691000,00059911
1667691600,00059919
1667692200,00059922
1667692800,00059936
1667693400,00059947
1667694000,00059960
1667694600,00059968
1667695200,00059977
1667695800,00059982
1667696400,00059996
1667697000,00060004
1667697600,00060022
1667698200,00060032
1667698800,00060032
1667699400,00060049
1667700000,00060064
1667700600,00060078
1667701200,00060090
1667701800,00060104
1667702400,00060120
1667703000,00060121
1667703600,00060131
1667704200,00060131
1667704800,00060145
1667705400,00060146
1667706000,00060161
1667706600,00060166
1667707200,00060173
1667707800,00060188
1667708400,00060188
1667709000,00060197
1667709600,00060206
1667710200,00060206
1667710800,00060210
1667711400,00060215
1667712000,00060230
1667712600,00060248
1667713200,00060249
1667713800,00060255
1667714400,00060255
1667715000,00060255
1667715600,00060264
1667716200,00060278
1667716800,00060287
1667717400,00060301
1667718000,00060319
1667718600,00060321
1667719200,00060321
1667719800,00060335
1667720400,00060347
1667721000,00060366
1667721600,00060376
1667722200,00060380
1667722800,00060390
1667723400,00060406
1667724000,00060409
1667724600,00060420
1667725200,00060420
1667725800,00060436
1667726400,00060440
1667727000,00060448
1667727600,00060459
1667728200,00060471
1667728800,00060473
1667729400,00060476
1667730000,00060477
1667730600,00060486
1667731200,00060502
1667731800,00060502
1667732400,00060521
1667733000,00060536
1667733600,00060536
1667734200,00060539
1667734800,00060540
1667735400,00060548
1667736000,00060558
1667736600,00060560
1667737200,00060565
1667737800,00060575
1667738400,00060589
1667739000,00060599
1667739600,00060617
1667740200,00060619
1667740800,00060624
1667741400,00060637
1667742000,00060642
1667742600,00060645
1667743200,00060662
1667743800,00060678
1667744400,00060691
1667745000,00060697
1667745600,00060705
1667746200,00060710
1667746800,00060713
1667747400,00060729
1667748000,00060731
1667748600,00060733
1667749200,00060734
1667749800,00060743
1667750400,00060761
1667751000,00060764
1667751600,00060777
1667752200,00060795
1667752800,00060802
1667753400,00060813
1667754000,00060826
1667754600,00060831
1667755200,00060834
1667755800,00060848
1667756400,00060861
1667757000,00060879
1667757600,00060894
1667758200,00060913
1667758800,00060919
1667759400,00060937
1667760000,00060953
1667760600,00060969
1667761200,00060977
1667761800,00060977
1667762400,00060987
1667763000,00060994
1667763600,00061008
1667764200,00061008
1667764800,00061015
1667765400,00061028
1667766000,00061033
1667766600,00061052
1667767200,00061058
1667767800,00061072
1667768400,00061080
1667769000,00061098
1667769600,00061098
1667770200,00061113
1667770800,00061127
1667771400,00061141
1667772000,00061152
1667772600,00061163
1667773200,00061176
1667773800,00061188
1667774400,00061206
1667775000,00061211
1667775600,00061221
1667776200,00061224
1667776800,00061240
1667777400,00061248
1667778000,00061252
1667778600,00061267
1667779200,00061271
1667779800,00061279
1667780400,00061293
1667781000,00061307
1667781600,00061323
1667782200,00061340
1667782800,00061347
1667783400,00061347
1667784000,00061355
1667784600,00061360
1667785200,00061368
1667785800,00061375
1667786400,00061385
1667787000,00061404
1667787600,00061409
1667788200,00061409
1667788800,00061413
1667789400,00061418
1667790000,00061421
1667790600,00061422
1667791200,00061427
1667791800,00061428
1667792400,00061437
1667793000,00061448
1667793600,00061452
1667794200,00061468
1667794800,00061469
1667795400,00061484
1667796000,00061497
1667796600,00061511
1667797200,00061528
1667797800,00061540
1667798400,00061545
1667799000,00061563
1667799600,00061570
1667800200,00061573
1667800800,00061589
1667801400,00061606
1667802000,00061623
1667802600,00061634
1667803200,00061643
1667803800,00061648
1667804400,00061660
1667805000,00061674
1667805600,00061684
1667806200,00061692
1667806800,00061700
1667807400,00061700
1667808000,00061712
1667808600,00061716
1667809200,00061735
1667809800,00061745
1667810400,00061762
1667811000,00061775
1667811600,00061789
1667812200,00061802
1667812800,00061806
1667813400,00061820
1667814000,00061833
1667814600,00061841
1667815200,00061851
1667815800,00061868
1667816400,00061881
1667817000,00061888
1667817600,00061895
1667818200,00061900
1667818800,00061908
1667819400,00061922
1667820000,00061932
1667820600,00061936
1667821200,00061947
1667821800,00061953
1667822400,00061953
1667823000,00061957
1667823600,00061971
1667824200,00061989
1667824800,00061994
1667825400,00062007
1667826000,00062016
1667826600,00062028
1667827200,00062037
1667827800,00062051
1667828400,00062057
1667829000,00062058
1667829600,00062077
1667830200,00062094
1667830800,00062105
1667831400,00062123
1667832000,00062131
1667832600,00062142
1667833200,00062156
1667833800,00062165
1667834400,00062179
1667835000,00062187
1667835600,00062201
1667836200,00062220
1667836800,00062229
1667837400,00062243
1667838000,00062254
1667838600,00062273
1667839200,00062287
1667839800,00062296
1667840400,00062309
1667841000,00062316
1667841600,00062334
1667842200,00062348
1667842800,00062349
1667843400,00062355
1667844000,00062356
1667844600,00062360
1667845200,00062361
1667845800,00062371
1667846400,00062374
1667847000,00062374
1667847600,00062375
1667848200,00062385
1667848800,00062400
1667849400,00062410
1667850000,00062411
1667850600,00062417
1667851200,00062435
1667851800,00062444
1667852400,00062448
1667853000,00062449
1667853600,00062468
1667854200,00062471
1667854800,00062477
1667855400,00062481
1667856000,00062482
1667856600,00062483
1667857200,00062494
1667857800,00062512
1667858400,00062515
1667859000,00062524
1667859600,00062540
1667860200,00062548
1667860800,00062563
1667861400,00062579
1667862000,00062584
1667862600,00062597
1667863200,00062613
1667863800,00062624
1667864400,00062635
1667865000,00062651
1667865600,00062653
1667866200,00062653
1667866800,00062663
1667867400,00062672
1667868000,00062684
1667868600,00062702
1667869200,00062713
1667869800,00062730
1667870400,00062734
1667871000,00062752
1667871600,00062756
1667872200,00062770
1667872800,00062777
1667873400,00062792
1667874000,00062796
1667874600,00062810
1667875200,00062811
1667875800,00062824
1667876400,00062837
1667877000,00062840
1667877600,00062843
1667878200,00062847
1667878800,00062854
1667879400,00062865
1667880000,00062879
1667880600,00062881
1667881200,00062892
1667881800,00062901
1667882400,00062904
1667883000,00062922
